model,query_id,query,family,language,extra_docs,trial,pool_docs,top1_score,top10_mean_score,iaea_priority_top10,first_iaea_rank
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,35,8,48,0.646734356880188,0.6078289747238159,0.1,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,35,9,48,0.646734356880188,0.6114198565483093,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,40,0,53,0.6389766931533813,0.6004043817520142,0.1,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,40,1,53,0.646734356880188,0.6128808856010437,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,40,2,53,0.646734356880188,0.6092895269393921,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,40,3,53,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,40,4,53,0.646734356880188,0.6161638498306274,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,40,5,53,0.6389766931533813,0.60135817527771,0.1,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,40,6,53,0.646734356880188,0.6128808856010437,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,40,7,53,0.646734356880188,0.6140804290771484,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,40,8,53,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,40,9,53,0.646734356880188,0.6119838953018188,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,45,0,58,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,45,1,58,0.646734356880188,0.6159027814865112,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,45,2,58,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,45,3,58,0.646734356880188,0.6087010502815247,0.1,6
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,45,4,58,0.6156816482543945,0.5990037322044373,0.1,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,45,5,58,0.646734356880188,0.6159027814865112,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,45,6,58,0.646734356880188,0.6159027814865112,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,45,7,58,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,45,8,58,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,45,9,58,0.646734356880188,0.6159027814865112,0.1,8
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,50,0,63,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,50,1,63,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,50,2,63,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,50,3,63,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,50,4,63,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,50,5,63,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,50,6,63,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,50,7,63,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,50,8,63,0.646734356880188,0.6134793162345886,0.1,7
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,50,9,63,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,51,0,64,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,51,1,64,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,51,2,64,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,51,3,64,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,51,4,64,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,51,5,64,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,51,6,64,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,51,7,64,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,51,8,64,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_spike_zh,中子电流测量重复尖峰事件,observation_derived,zh,51,9,64,0.646734356880188,0.61649489402771,0.1,9
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,0,0,13,0.6168930530548096,0.5824519991874695,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,5,0,18,0.6168930530548096,0.5824519991874695,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,5,1,18,0.6168930530548096,0.5824519991874695,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,5,2,18,0.631607711315155,0.5959783792495728,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,5,3,18,0.6168930530548096,0.589739203453064,0.6,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,5,4,18,0.6168930530548096,0.5824519991874695,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,5,5,18,0.6168930530548096,0.5829320549964905,0.9,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,5,6,18,0.6168930530548096,0.5858551263809204,0.9,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,5,7,18,0.6168930530548096,0.5837901830673218,0.9,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,5,8,18,0.628751277923584,0.6039875149726868,0.5,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,5,9,18,0.6168930530548096,0.5916498303413391,0.7,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,10,0,23,0.631607711315155,0.6017359495162964,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,10,1,23,0.6168930530548096,0.5889728665351868,0.8,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,10,2,23,0.631607711315155,0.599764883518219,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,10,3,23,0.6168930530548096,0.5847363471984863,0.8,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,10,4,23,0.6168930530548096,0.5850622057914734,0.8,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,10,5,23,0.631607711315155,0.6081575155258179,0.4,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,10,6,23,0.6168930530548096,0.5892500281333923,0.7,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,10,7,23,0.628751277923584,0.6090220212936401,0.3,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,10,8,23,0.6168930530548096,0.5858551263809204,0.9,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,10,9,23,0.631607711315155,0.5959783792495728,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,15,0,28,0.628751277923584,0.6052994132041931,0.4,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,15,1,28,0.631607711315155,0.6124110817909241,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,15,2,28,0.6168930530548096,0.5921127200126648,0.5,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,15,3,28,0.631607711315155,0.6045401096343994,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,15,4,28,0.631607711315155,0.6032282114028931,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,15,5,28,0.628751277923584,0.6032172441482544,0.5,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,15,6,28,0.6168930530548096,0.5858551263809204,0.9,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,15,7,28,0.631607711315155,0.6124110817909241,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,15,8,28,0.6168930530548096,0.5900478363037109,0.5,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,15,9,28,0.628751277923584,0.6058210730552673,0.4,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,20,0,33,0.628751277923584,0.6020306348800659,0.5,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,20,1,33,0.631607711315155,0.6135051250457764,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,20,2,33,0.631607711315155,0.6080601215362549,0.3,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,20,3,33,0.628751277923584,0.6020306348800659,0.5,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,20,4,33,0.628751277923584,0.6083204746246338,0.3,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,20,5,33,0.631607711315155,0.6038752794265747,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,20,6,33,0.628751277923584,0.6045291423797607,0.4,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,20,7,33,0.631607711315155,0.6081287860870361,0.3,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,20,8,33,0.631607711315155,0.6077181100845337,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,20,9,33,0.631607711315155,0.6051304936408997,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,25,0,38,0.631607711315155,0.6057612895965576,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,25,1,38,0.631607711315155,0.6127349138259888,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,25,2,38,0.631607711315155,0.6057953834533691,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,25,3,38,0.631607711315155,0.6124110817909241,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,25,4,38,0.628751277923584,0.6083204746246338,0.3,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,25,5,38,0.6168930530548096,0.5991007089614868,0.5,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,25,6,38,0.631607711315155,0.60042405128479,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,25,7,38,0.628751277923584,0.6079784631729126,0.4,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,25,8,38,0.628751277923584,0.6020306348800659,0.5,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,25,9,38,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,30,0,43,0.631607711315155,0.6127349138259888,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,30,1,43,0.631607711315155,0.6058299541473389,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,30,2,43,0.628751277923584,0.6039875149726868,0.5,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,30,3,43,0.631607711315155,0.6123424172401428,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,30,4,43,0.631607711315155,0.6093153357505798,0.3,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,30,5,43,0.631607711315155,0.6133667826652527,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,30,6,43,0.631607711315155,0.6134684085845947,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,30,7,43,0.6168930530548096,0.5912456512451172,0.6,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,30,8,43,0.631607711315155,0.61280357837677,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,30,9,43,0.6168930530548096,0.5981685519218445,0.5,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,35,0,48,0.6168930530548096,0.6022583842277527,0.4,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,35,1,48,0.628751277923584,0.6102086305618286,0.3,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,35,2,48,0.631607711315155,0.6093153357505798,0.3,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,35,3,48,0.631607711315155,0.614068329334259,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,35,4,48,0.6168930530548096,0.6017937660217285,0.5,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,35,5,48,0.631607711315155,0.6135051250457764,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,35,6,48,0.6168930530548096,0.5969614386558533,0.5,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,35,7,48,0.631607711315155,0.6064948439598083,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,35,8,48,0.631607711315155,0.6081287860870361,0.3,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,35,9,48,0.631607711315155,0.6077867746353149,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,40,0,53,0.631607711315155,0.6133667826652527,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,40,1,53,0.631607711315155,0.6124110817909241,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,40,2,53,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,40,3,53,0.631607711315155,0.6081287860870361,0.3,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,40,4,53,0.628751277923584,0.6113346219062805,0.3,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,40,5,53,0.631607711315155,0.6081287860870361,0.3,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,40,6,53,0.628751277923584,0.6113346219062805,0.3,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,40,7,53,0.631607711315155,0.6064948439598083,0.4,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,40,8,53,0.631607711315155,0.6141370534896851,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,40,9,53,0.628751277923584,0.6113346219062805,0.3,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,45,0,58,0.631607711315155,0.6133667826652527,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,45,1,58,0.631607711315155,0.614068329334259,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,45,2,58,0.631607711315155,0.6141370534896851,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,45,3,58,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,45,4,58,0.631607711315155,0.61280357837677,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,45,5,58,0.631607711315155,0.6134684085845947,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,45,6,58,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,45,7,58,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,45,8,58,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,45,9,58,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,50,0,63,0.631607711315155,0.6141370534896851,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,50,1,63,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,50,2,63,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,50,3,63,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,50,4,63,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,50,5,63,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,50,6,63,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,50,7,63,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,50,8,63,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,50,9,63,0.631607711315155,0.6144864559173584,0.3,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,obs_zero_en,neutron current measurement synchronized zero-value dropout across channels,observation_derived,en,51,0,64,0.631607711315155,0.6144864559173584,0.3,4
